Date/Time;Wind Direction (°);Wind_Speed (m/s);Theoretical_Power (KWh);Active_Power (kW);Error;Service;FaultMsg;Status Text
04 07 2018 10:40;250;5,464;459;380,25;0;;;
04 07 2018 10:50;76;4,964;327;2,99;0;;;
04 07 2018 11:00;263;5,564;488;426,6;0;;;
04 07 2018 11:10;275;5,535;479;458,21;0;;;
04 07 2018 11:20;255;5,729;537;450,15;0;;;
04 07 2018 11:30;295;5,934;1;536,15;0;;;
04 07 2018 11:40;240;6,13;669;546,76;0;;;
04 07 2018 11:50;277;5,913;60;549,46;0;;;
04 07 2018 12:00;257;5,895;590;511,77;0;;;
04 07 2018 12:10;309;6,01;627;535,92;0;;;
04 07 2018 12:20;294;5,63;507;419,68;0;;;
04 07 2018 12:30;338;5,104;362;332,1;0;;;
04 07 2018 12:40;259;4,93;319;292,33;0;;;
04 07 2018 12:50;269;4,61;246;22,52;0;;;
04 07 2018 13:00;271;5,544;482;423,38;0;;;
04 07 2018 13:10;231;5,497;47;403,85;0;;;
04 07 2018 13:20;25;5,445;453;36,7;0;;;
04 07 2018 13:30;281;5,495;468;0,04;0;;;
04 07 2018 13:40;296;5,522;475;37,57;0;;;
04 07 2018 13:50;287;5,466;459;381,87;0;;;
04 07 2018 14:00;292;6,012;628;523,42;0;;;
04 07 2018 14:10;31;6,011;628;50,73;0;;;
04 07 2018 14:20;266;6,297;729;63,34;0;;;
04 07 2018 14:30;32;6,116;664;54,94;0;;;
04 07 2018 14:40;6;6,232;705;607,53;0;;;
04 07 2018 14:50;335;5,546;482;430,25;0;;;
04 07 2018 15:00;16;5,832;570;510,14;0;;;
04 07 2018 15:10;342;5,377;434;368,12;0;;;
04 07 2018 15:20;39;5,522;475;364,83;0;;;
04 07 2018 15:30;53;4,717;269;211,99;0;;;
04 07 2018 15:40;122;4,141;150;117,17;0;;;
04 07 2018 15:50;159;4,911;314;255,16;0;;;
04 07 2018 16:00;235;6,142;673;530,43;0;;;
04 07 2018 16:10;262;6,502;807;622,79;0;;;
04 07 2018 16:20;294;6,857;95;771,34;0;;;
04 07 2018 16:30;336;6,916;98;789,92;0;;;
04 07 2018 16:40;36;6,566;832;620,59;0;;;
04 07 2018 16:50;30;6,802;929;688,78;0;;;
04 07 2018 17:00;1;6,585;840;678,09;0;;;
04 07 2018 17:10;347;6,588;84;665,23;0;;;
04 07 2018 17:20;70;0,689;969;734,01;0;;;
04 07 2018 17:30;13;6,504;807;608,59;0;;;
04 07 2018 17:40;10;6,493;803;572;0;;;
04 07 2018 17:50;349;6,766;91;654,33;0;;;
04 07 2018 18:00;6;6,658;869;0,62;0;;;
04 07 2018 18:10;348;6,525;816;6,48;0;;;
04 07 2018 18:20;285;6,944;991;741,55;0;;;
04 07 2018 18:30;272;7,377;120;926,78;0;;;
04 07 2018 18:40;218;7,3;116;881,33;0;;;
04 07 2018 18:50;238;7,266;114;856,39;0;;;
04 07 2018 19:00;150;7,242;113;890,33;0;;;
04 07 2018 19:10;152;7,164;109;861,21;0;;;
04 07 2018 19:20;155;7,47;124;97,91;0;;;
04 07 2018 19:30;204;7,301;116;887,45;0;;;
04 07 2018 19:40;324;7,361;119;864,26;0;;;
04 07 2018 19:50;266;7,184;110;883,13;0;;;
04 07 2018 20:00;350;7,005;102;757,46;0;;;
04 07 2018 20:10;357;6,933;986;757,29;0;;;
04 07 2018 20:20;72;6,841;946;708,99;0;;;
04 07 2018 20:30;320;6,979;101;0,76;0;;;
04 07 2018 20:40;216;6,872;960;714,45;0;;;
04 07 2018 20:50;215;6,394;765;544,75;0;;;
04 07 2018 21:00;176;6,413;772;526,5;0;;;
04 07 2018 21:10;118;5,8;560;419,63;0;;;
04 07 2018 21:20;122;5,77;550;395,68;0;;;
04 07 2018 21:30;197;5,896;591;446,09;0;;;
04 07 2018 21:40;221;5,806;562;388,01;0;;;
04 07 2018 21:50;241;5,425;448;338,2;0;;;
04 07 2018 22:00;118;0,6;625;446,89;0;;;
04 07 2018 22:10;106;5,985;620;435,78;0;;;
04 07 2018 22:20;133;5,962;612;442,06;0;;;
04 07 2018 22:30;158;6,388;76;545,68;0;;;
04 07 2018 22:40;120;6,476;797;565,84;0;;;
04 07 2018 22:50;129;5,942;606;439,69;0;;;
04 07 2018 23:00;141;5,679;522;358,53;0;;;
04 07 2018 23:10;192;5,703;529;378,07;0;;;
04 07 2018 23:20;60;6,309;73;5,42;0;;;
04 07 2018 23:30;208;6,587;841;636,06;0;;;
04 07 2018 23:40;192;6,764;913;678,62;0;;;
04 07 2018 23:50;1;6,888;966;740,46;0;;;
05 07 2018 00:00;143;7,046;104;862,02;0;;;
05 07 2018 00:10;143;6,933;986;768,29;0;;;
05 07 2018 00:20;153;7,146;108;845,85;0;;;
05 07 2018 00:30;144;7,331;117;94,38;0;;;
05 07 2018 00:40;142;7,403;121;963,97;0;;;
05 07 2018 00:50;136;7,477;125;102,38;0;;;
05 07 2018 01:00;127;7,375;119;94,46;0;;;
05 07 2018 01:10;126;0,702;102;797,36;0;;;
05 07 2018 01:20;121;6,777;919;0,72;0;;;
05 07 2018 01:30;166;6,295;728;573,02;0;;;
05 07 2018 01:40;175;5,744;542;415,83;0;;;
05 07 2018 01:50;223;5,468;460;341,81;0;;;
05 07 2018 02:00;229;5,512;472;343,11;0;;;
05 07 2018 02:10;206;5,638;510;363,25;0;;;
05 07 2018 02:20;236;5,746;543;385,49;0;;;
05 07 2018 02:30;248;5,803;560;412,56;0;;;
05 07 2018 02:40;247;5,866;581;422,86;0;;;
05 07 2018 02:50;287;5,779;553;405,43;0;;;
05 07 2018 03:00;278;5,487;465;328,81;0;;;
05 07 2018 03:10;286;5,372;433;312,7;0;;;
05 07 2018 03:20;300;5,368;432;317,43;0;;;
05 07 2018 03:30;315;5,863;6;40,87;0;;;
05 07 2018 03:40;307;6,171;683;521,83;0;;;
05 07 2018 03:50;323;6,102;659;508;0;;;
05 07 2018 04:00;319;6,1;66;479,15;0;;;
05 07 2018 04:10;65;5,668;519;366,54;0;;;
05 07 2018 04:20;268;0,52;387;281,77;0;;;
05 07 2018 04:30;6;5,005;337;220,01;0;;;
05 07 2018 04:40;219;3,732;823;638,04;0;;;
05 07 2018 04:50;56;2,59;0;0;0;;;
05 07 2018 05:00;219;2,493;0;0;0;;;
05 07 2018 05:10;215;2,427;0;0;0;;;
05 07 2018 05:20;323;3,08;2;0;0;;;
05 07 2018 05:30;24;4,307;182;169,09;0;;;
05 07 2018 05:40;314;6,381;760;495,36;0;;;
05 07 2018 05:50;319;6,187;689;516,75;0;;;
05 07 2018 06:00;321;5,511;47;339,51;0;;;
05 07 2018 06:10;315;4,459;213;169,29;0;;;
05 07 2018 06:20;247;2,973;0;920,44;0;;;
05 07 2018 06:30;298;2,527;0;0;0;;;
05 07 2018 06:40;267;2,823;0;0;0;;;
05 07 2018 06:50;3;3,525;549;0;0;;;
05 07 2018 07:00;36;5,384;436;299,9;0;;;
05 07 2018 07:10;333;4,19;159;105,7;0;;;
05 07 2018 07:20;354;3,836;987;72,19;0;;;
05 07 2018 07:30;190;3,326;349;354,03;0;;;
05 07 2018 07:40;30;2,5;0;0;0;;;
05 07 2018 07:50;51;0,303;170;0;0;;;
05 07 2018 08:00;136;3,264;300;0;0;;;
05 07 2018 08:10;199;3,571;60;161,53;0;;;
05 07 2018 08:20;152;0,335;368;411,48;0;;;
05 07 2018 08:30;137;3,752;853;661,03;0;;;
05 07 2018 08:40;195;2,984;0;218,85;0;;;
05 07 2018 08:50;271;5,043;347;288,05;0;;;
05 07 2018 09:00;286;0,545;455;364,04;0;;;
05 07 2018 09:10;303;5,564;488;391,53;0;;;
05 07 2018 09:20;265;5,644;511;412,71;0;;;
05 07 2018 09:30;254;5,83;569;464;0;;;
05 07 2018 09:40;294;5,884;587;47,84;0;;;
05 07 2018 09:50;66;5,853;577;452,43;0;;;
05 07 2018 10:00;219;5,737;540;468,38;0;;;
05 07 2018 10:10;217;5,347;426;365,3;0;;;
05 07 2018 10:20;43;3,779;894;997,23;0;;;
05 07 2018 10:30;244;4,857;302;273,95;0;;;
05 07 2018 10:40;31;4,547;232;218,08;0;;;
05 07 2018 10:50;329;4,612;246;225,92;0;;;
05 07 2018 11:00;283;4,705;267;228,94;0;;;
05 07 2018 11:10;286;4,426;206;152,43;0;;;
05 07 2018 11:20;284;0,447;217;179,52;0;;;
05 07 2018 11:30;299;4,3;181;168,29;0;;;
05 07 2018 11:40;243;4,479;218;194,96;0;;;
05 07 2018 11:50;286;4,527;228;1,74;0;;;
05 07 2018 12:00;30;4,447;211;182,44;0;;;
05 07 2018 12:10;245;4,26;173;159,62;0;;;
05 07 2018 12:20;330;4,2;161;115,33;0;;;
05 07 2018 12:30;264;4,447;211;146,14;0;;;
05 07 2018 12:40;251;4,23;167;165,84;0;;;
05 07 2018 12:50;332;4,544;231;209,84;0;;;
05 07 2018 13:00;313;4,915;315;269,61;0;;;
05 07 2018 13:10;330;4,625;25;229,46;0;;;
05 07 2018 13:20;306;4,562;235;208,76;0;;;
05 07 2018 13:30;30;4,43;207;161,73;0;;;
05 07 2018 13:40;318;4,693;264;231,78;0;;;
05 07 2018 13:50;314;4,075;137;115,77;0;;;
05 07 2018 14:00;247;4,361;193;159,47;0;;;
05 07 2018 14:10;289;4,48;218;184,81;0;;;
05 07 2018 14:20;331;0,46;244;212,36;0;;;
05 07 2018 14:30;355;4,863;303;24,65;0;;;
05 07 2018 14:40;336;0,51;361;28,97;0;;;
05 07 2018 14:50;27;5,317;42;324,08;0;;;
05 07 2018 15:00;30;5,987;621;485,18;0;;;
05 07 2018 15:10;36;5,938;604;496,92;0;;;
05 07 2018 15:20;46;6,007;63;492,52;0;;;
05 07 2018 15:30;107;6,557;829;692,1;0;;;
05 07 2018 15:40;31;7,366;119;102,04;0;;;
05 07 2018 15:50;61;7,195;111;100,42;0;;;
05 07 2018 16:00;53;6,981;101;861,66;0;;;
05 07 2018 16:10;102;6,714;892;7,89;0;;;
05 07 2018 16:20;138;6,245;710;561;0;;;
05 07 2018 16:30;56;6,518;813;668,21;0;;;
05 07 2018 16:40;216;6,288;726;605,08;0;;;
05 07 2018 16:50;244;7,026;103;901,25;0;;;
05 07 2018 17:00;231;8,579;19;159,57;0;;;
05 07 2018 17:10;289;9,308;234;182,98;0;;;
05 07 2018 17:20;306;8,768;200;163,54;0;;;
05 07 2018 17:30;319;8,249;168;141,21;0;;;
05 07 2018 17:40;11;8,451;180;147,22;0;;;
05 07 2018 17:50;52;0,078;141;107,03;0;;;
05 07 2018 18:00;9;7,88;146;109,24;0;;;
05 07 2018 18:10;337;7,887;147;112,87;0;;;
05 07 2018 18:20;346;0,078;140;106,1;0;;;
05 07 2018 18:30;357;7,658;134;101,29;0;;;
05 07 2018 18:40;1;7,404;12;880,07;0;;;
05 07 2018 18:50;1;7,405;121;906,32;0;;;
05 07 2018 19:00;49;7,559;129;936,85;0;;;
05 07 2018 19:10;77;7,166;109;798,4;0;;;
05 07 2018 19:20;68;7,105;106;795,31;0;;;
05 07 2018 19:30;59;6,839;945;689,87;0;;;
05 07 2018 19:40;56;0,693;986;755,45;0;;;
05 07 2018 19:50;43;7,69;136;103,71;0;;;
05 07 2018 20:00;59;7,755;139;104,46;0;;;
05 07 2018 20:10;83;7,01;102;697,14;0;;;
05 07 2018 20:20;79;6,259;715;5,36;0;;;
05 07 2018 20:30;72;6,35;748;517,8;0;;;
05 07 2018 20:40;57;6,228;704;48,52;0;;;
05 07 2018 20:50;58;6,181;687;488,12;0;;;
05 07 2018 21:00;50;5,458;46;286,22;0;;;
05 07 2018 21:10;327;4,825;294;193,97;0;;;
05 07 2018 21:20;280;5,148;373;254,29;0;;;
05 07 2018 21:30;319;4,86;302;202,45;0;;;
05 07 2018 21:40;283;4,736;274;178,44;0;;;
05 07 2018 21:50;69;5,608;501;348,7;0;;;
05 07 2018 22:00;352;5,572;490;330,87;0;;;
05 07 2018 22:10;340;5,296;412;276,35;0;;;
05 07 2018 22:20;303;5,472;461;316,28;0;;;
05 07 2018 22:30;178;4,917;316;234,15;0;;;
05 07 2018 22:40;157;5,019;341;249,4;0;;;
05 07 2018 22:50;160;0,515;374;255,53;0;;;
05 07 2018 23:00;152;0,471;267;170,39;0;;;
05 07 2018 23:10;126;4,62;248;16,66;0;;;
05 07 2018 23:20;136;4,201;161;100,59;0;;;
05 07 2018 23:30;159;4,587;241;166,57;0;;;
05 07 2018 23:40;152;4,289;18;129,13;0;;;
05 07 2018 23:50;93;4,151;152;100,81;0;;;
06 07 2018 00:00;80;4,246;170;11,54;0;;;
06 07 2018 00:10;43;4,182;158;101,29;0;;;
06 07 2018 00:20;57;4,306;182;120,22;0;;;
06 07 2018 00:30;0;4,039;130;857,96;0;;;
06 07 2018 00:40;66;4,145;150;851,57;0;;;
06 07 2018 00:50;13;3,657;716;282,77;0;;;
06 07 2018 01:00;282;4,091;140;540,2;0;;;
06 07 2018 01:10;271;3,595;633;276,65;0;;;
06 07 2018 01:20;21;3,502;52;210,95;0;;;
06 07 2018 01:30;18;3,475;493;191,4;0;;;
06 07 2018 01:40;182;3,456;473;166,91;0;;;
06 07 2018 01:50;219;3,174;240;424,05;0;;;
06 07 2018 02:00;284;2,881;0;0;0;;;
06 07 2018 02:10;165;3,232;277;0;0;;;
06 07 2018 02:20;106;3,752;853;201,1;0;;;
06 07 2018 02:30;205;3,396;412;121,59;0;;;
06 07 2018 02:40;242;2,662;0;0;0;;;
06 07 2018 02:50;210;0,252;0;0;0;;;
06 07 2018 03:00;332;0,033;357;0;0;;;
06 07 2018 03:10;28;3,601;641;804,2;0;;;
06 07 2018 03:20;257;3,692;765;324,43;0;;;
06 07 2018 03:30;287;0,348;493;20,17;0;;;
06 07 2018 03:40;284;3,815;953;433,49;0;;;
06 07 2018 03:50;287;0,404;130;839,97;0;;;
06 07 2018 04:00;299;3,809;942;642,15;0;;;
06 07 2018 04:10;271;4,634;251;188,23;0;;;
06 07 2018 04:20;267;0,462;248;182,2;0;;;
06 07 2018 04:30;307;4,553;233;159,92;0;;;
06 07 2018 04:40;30;0,396;121;888,56;0;;;
06 07 2018 04:50;295;4,405;202;139,23;0;;;
06 07 2018 05:00;284;4,547;232;15,67;0;;;
06 07 2018 05:10;287;4,642;253;18,46;0;;;
06 07 2018 05:20;298;4,703;266;188,74;0;;;
06 07 2018 05:30;29;3,966;122;100,05;0;;;
06 07 2018 05:40;318;3,525;548;512,61;0;;;
06 07 2018 05:50;339;3,762;868;581,03;0;;;
06 07 2018 06:00;346;3,343;36;260,84;0;;;
06 07 2018 06:10;63;2,663;0;#VÆRDI!;0;;;
06 07 2018 06:20;75;2,236;0;0;0;;;
06 07 2018 06:30;140;2,479;0;0;0;;;
06 07 2018 06:40;66;2,577;0;0;0;;;
06 07 2018 06:50;38;2,275;0;0;0;;;
06 07 2018 07:00;277;2,17;0;0;0;;;
06 07 2018 07:10;315;2,28;0;0;0;;;
06 07 2018 07:20;3;2,076;0;0;0;;;
06 07 2018 07:30;302;2,21;0;0;0;;;
06 07 2018 07:40;268;2,428;0;0;0;;;
06 07 2018 07:50;179;2,558;0;0;0;;;
06 07 2018 08:00;161;2,581;0;0;0;;;
06 07 2018 08:10;198;2,219;0;0;0;;;
06 07 2018 08:20;171;2,132;0;0;0;;;
06 07 2018 08:30;126;1,987;0;0;0;;;
06 07 2018 08:40;223;1,741;0;0;0;;;
06 07 2018 08:50;342;1,94;0;0;0;;;
06 07 2018 09:00;54;1,446;0;0;0;;;
06 07 2018 09:10;314;1,88;0;0;0;;;
06 07 2018 09:20;333;1,8;0;0;0;;;
06 07 2018 09:30;215;1,654;0;0;0;;;
06 07 2018 09:40;271;2,153;0;0;0;;;
06 07 2018 09:50;231;2,417;0;0;0;;;
06 07 2018 10:00;352;2,444;0;0;0;;;
06 07 2018 10:10;250;2,775;0;0;0;;;
06 07 2018 10:20;87;3,462;479;0;0;;;
06 07 2018 10:30;117;3,357;376;152,56;0;;;
06 07 2018 10:40;302;3,174;24;154,42;0;;;
06 07 2018 10:50;114;3,452;47;36,35;0;;;
06 07 2018 11:00;121;3,897;109;93,64;0;;;
06 07 2018 11:10;121;3,633;683;406,88;0;;;
06 07 2018 11:20;176;3,51;531;499,85;0;;;
06 07 2018 11:30;172;3,666;728;700,73;0;;;
06 07 2018 11:40;169;3,7;776;784,26;0;;;
06 07 2018 11:50;244;3,497;516;548,41;0;;;
06 07 2018 12:00;151;4,185;16;138,04;0;;;
06 07 2018 12:10;117;3,959;120;963,9;0;;;
06 07 2018 12:20;166;3,567;598;553,85;0;;;
06 07 2018 12:30;221;3,88;106;900,41;0;;;
06 07 2018 12:40;228;0,402;128;111,06;0;;;
06 07 2018 12:50;189;0,428;176;155,73;0;;;
06 07 2018 13:00;217;4,637;252;209,41;0;;;
06 07 2018 13:10;218;4,566;236;203,23;0;;;
06 07 2018 13:20;186;4,249;171;144,54;0;;;
06 07 2018 13:30;228;3,93;115;920,92;0;;;
06 07 2018 13:40;21;4,252;171;150,34;0;;;
06 07 2018 13:50;225;0,395;119;105,23;0;;;
06 07 2018 14:00;180;4,135;148;121,69;0;;;
06 07 2018 14:10;174;4,463;214;182,47;0;;;
06 07 2018 14:20;184;4,476;217;18,69;0;;;
06 07 2018 14:30;204;4,965;327;264,35;0;;;
06 07 2018 14:40;159;0,49;312;255,3;0;;;
06 07 2018 14:50;20;4,83;295;242,08;0;;;
06 07 2018 15:00;23;0,45;223;179,44;0;;;
06 07 2018 15:10;218;4,658;256;216,14;0;;;
06 07 2018 15:20;287;5,037;345;267,83;0;;;
06 07 2018 15:30;254;4,87;3;238,24;0;;;
06 07 2018 15:40;249;5,119;366;298,34;0;;;
06 07 2018 15:50;228;5,004;337;250,43;0;;;
06 07 2018 16:00;251;0,489;31;235,31;0;;;
06 07 2018 16:10;266;5,157;376;295,43;0;;;
06 07 2018 16:20;284;5,403;442;348,96;0;;;
06 07 2018 16:30;276;5,586;494;390,61;0;;;
06 07 2018 16:40;340;5,602;499;343,59;0;;;
06 07 2018 16:50;352;5,702;529;40,96;0;;;
06 07 2018 17:00;58;5,458;46;346,92;0;;;
06 07 2018 17:10;83;5,782;55;423,15;0;;;
06 07 2018 17:20;105;6,062;645;508,04;0;;;
06 07 2018 17:30;93;6,352;749;579,54;0;;;
06 07 2018 17:40;105;6,433;780;612,99;0;;;
06 07 2018 17:50;135;6,392;76;617,78;0;;;
06 07 2018 18:00;118;0,654;822;663,1;0;;;
06 07 2018 18:10;161;6,622;855;673,56;0;;;
06 07 2018 18:20;201;6,553;827;628,72;0;;;
06 07 2018 18:30;132;6,109;661;504,99;0;;;
06 07 2018 18:40;51;6,001;62;47;0;;;
06 07 2018 18:50;204;5,808;562;400,91;0;;;
06 07 2018 19:00;125;4,989;333;241,79;0;;;
06 07 2018 19:10;43;4,775;283;201,1;0;;;
06 07 2018 19:20;30;4,452;212;142,26;0;;;
06 07 2018 19:30;337;4,685;262;17,96;0;;;
06 07 2018 19:40;34;4,274;176;10,91;0;;;
06 07 2018 19:50;359;4,024;128;719,92;0;;;
06 07 2018 20:00;38;0,367;735;3,88;0;;;
06 07 2018 20:10;11;3,54;566;24,53;0;;;
06 07 2018 20:20;9;3,492;511;234,82;0;;;
06 07 2018 20:30;58;3,282;314;672,53;0;;;
06 07 2018 20:40;90;3,103;202;0;0;;;
06 07 2018 20:50;41;2,715;0;0;0;;;
06 07 2018 21:00;254;2,508;0;0;0;;;
06 07 2018 21:10;136;2,706;0;0;0;;;
06 07 2018 21:20;102;0,243;0;0;0;;;
06 07 2018 21:30;353;2,666;0;0;0;;;
06 07 2018 21:40;348;2,5;0;0;0;;;
06 07 2018 21:50;101;2,888;0;0;0;;;
06 07 2018 22:00;239;2,886;0;0;0;;;
06 07 2018 22:10;200;3,239;282;0;0;;;
06 07 2018 22:20;183;3,538;564;0;0;;;
06 07 2018 22:30;89;3,224;272;118,05;0;;;
06 07 2018 22:40;108;3,926;114;63,4;0;;;
06 07 2018 22:50;53;3,754;856;492,85;0;;;
06 07 2018 23:00;112;3,834;98;530,28;0;;;
06 07 2018 23:10;109;3,504;525;264,02;0;;;
06 07 2018 23:20;51;3,881;11;591,83;0;;;
06 07 2018 23:30;193;3,681;749;385,25;0;;;
06 07 2018 23:40;208;0,371;796;376,4;0;;;
06 07 2018 23:50;274;3,662;723;329,21;0;;;
07 07 2018 00:00;239;3,723;810;459,15;0;;;
07 07 2018 00:10;165;3,67;73;308,67;0;;;
07 07 2018 00:20;148;3,647;702;330,55;0;;;
07 07 2018 00:30;151;3,562;593;24,35;0;;;
07 07 2018 00:40;297;3,636;687;967,53;0;;;
07 07 2018 00:50;279;3,361;38;164,38;0;;;
07 07 2018 01:00;198;2,974;0;0;0;;;
07 07 2018 01:10;0;3,119;210;0;0;;;
07 07 2018 01:20;183;3,567;599;398,01;0;;;
07 07 2018 01:30;235;4,065;135;821,33;0;;;
07 07 2018 01:40;239;4,426;207;141,02;0;;;
07 07 2018 01:50;225;0,479;287;213,72;0;;;
07 07 2018 02:00;220;5,143;372;281,46;0;;;
07 07 2018 02:10;254;5,569;489;365,94;0;;;
07 07 2018 02:20;317;5,795;558;411,95;0;;;
07 07 2018 02:30;8;6,121;666;511;0;;;
07 07 2018 02:40;14;6,281;723;562,77;0;;;
07 07 2018 02:50;13;6,686;881;707,02;0;;;
07 07 2018 03:00;60;6,749;907;659,17;0;;;
07 07 2018 03:10;61;7,042;104;751,81;0;;;
07 07 2018 03:20;67;7,219;112;842,18;0;;;
07 07 2018 03:30;71;0,74;121;855,5;0;;;
07 07 2018 03:40;65;7,382;120;897,23;0;;;
07 07 2018 03:50;37;7,313;116;871,92;0;;;
07 07 2018 04:00;24;6,975;100;81,64;0;;;
07 07 2018 04:10;29;7,352;118;918,71;0;;;
07 07 2018 04:20;31;0,71;106;839,09;0;;;
07 07 2018 04:30;16;6,877;962;718,75;0;;;
07 07 2018 04:40;74;7,046;104;773,78;0;;;
07 07 2018 04:50;8;6,739;903;704,68;0;;;
07 07 2018 05:00;346;0,674;903;0,68;0;;;
07 07 2018 05:10;72;6,928;984;776,75;0;;;
07 07 2018 05:20;9;6,609;85;668,37;0;;;
07 07 2018 05:30;20;6,151;68;531,76;0;;;
07 07 2018 05:40;8;5,933;602;456,71;0;;;
07 07 2018 05:50;344;5,993;623;493,3;0;;;
07 07 2018 06:00;22;5,905;593;479,08;0;;;
07 07 2018 06:10;5;5,785;555;473,61;0;;;
07 07 2018 06:20;75;6,442;783;64,15;0;;;
07 07 2018 06:30;14;6,335;743;629,49;0;;;
07 07 2018 06:40;37;6,406;770;641,38;0;;;
07 07 2018 06:50;26;6,956;996;838,96;0;;;
07 07 2018 07:00;21;6,592;843;713,54;0;;;
07 07 2018 07:10;73;6,595;844;710,74;0;;;
07 07 2018 07:20;342;6,822;938;772,37;0;;;
07 07 2018 07:30;71;0,554;482;405,68;0;;;
07 07 2018 07:40;63;4,842;298;271,5;0;;;
07 07 2018 07:50;302;4,392;199;209,08;0;;;
07 07 2018 08:00;281;5,203;388;352,65;0;;;
07 07 2018 08:10;307;5,896;591;458,83;0;;;
07 07 2018 08:20;301;6,145;674;582,47;0;;;
07 07 2018 08:30;271;6,251;712;649,61;0;;;
07 07 2018 08:40;292;6,472;795;659,87;0;;;
07 07 2018 08:50;277;5,808;562;520,55;0;;;
07 07 2018 09:00;237;6,099;658;58,39;0;;;
07 07 2018 09:10;258;6,629;857;735,06;0;;;
07 07 2018 09:20;280;6,562;830;734,72;0;;;
07 07 2018 09:30;247;6,779;920;820,67;0;;;
07 07 2018 09:40;177;6,07;648;577,65;0;;;
07 07 2018 09:50;30;5,493;467;419,17;0;;;
07 07 2018 10:00;302;5,86;579;554,98;0;;;
07 07 2018 10:10;247;6,195;692;695,85;0;;;
07 07 2018 10:20;256;5,991;622;601,47;0;;;
07 07 2018 10:30;236;5,511;472;457,98;0;;;
07 07 2018 10:40;205;6,184;688;655,17;0;;;
07 07 2018 10:50;206;6,158;678;0,66;0;;;
07 07 2018 11:00;276;6,269;72;652,6;0;;;
07 07 2018 11:10;249;6,572;834;723,79;0;;;
07 07 2018 11:20;211;6,266;717;690,95;0;;;
07 07 2018 11:30;262;6,036;636;57,71;0;;;
07 07 2018 11:40;250;6,139;672;589,74;0;;;
07 07 2018 11:50;26;5,929;601;576,38;0;;;
07 07 2018 12:00;242;6,262;7;614,94;0;;;
07 07 2018 12:10;218;0,634;743;637,35;0;;;
07 07 2018 12:20;257;6,595;844;761,98;0;;;
07 07 2018 12:30;252;6,691;883;773,56;0;;;
07 07 2018 12:40;268;6,28;72;657,39;0;;;
07 07 2018 12:50;29;6,555;827;719,22;0;;;
07 07 2018 13:00;261;6,306;73;6,42;0;;;
07 07 2018 13:10;232;6,369;756;67,13;0;;;
07 07 2018 13:20;274;6,133;670;577,37;0;;;
07 07 2018 13:30;210;6,587;841;711,51;0;;;
07 07 2018 13:40;236;6,536;820;701,53;0;;;
07 07 2018 13:50;247;6,639;861;738,16;0;;;
07 07 2018 14:00;230;6,789;924;769,58;0;;;
07 07 2018 14:10;277;6,091;655;546,88;0;;;
07 07 2018 14:20;269;6,687;881;743,55;0;;;
07 07 2018 14:30;298;6,65;866;737,18;0;;;
07 07 2018 14:40;31;7,202;111;970,57;0;;;
07 07 2018 14:50;331;7,464;124;107,9;0;;;
07 07 2018 15:00;325;0,766;134;121,31;0;;;
07 07 2018 15:10;335;7,937;149;129,83;0;;;
07 07 2018 15:20;340;7,201;111;1,01;0;;;
07 07 2018 15:30;341;7,31;116;103,39;0;;;
07 07 2018 15:40;0;7,316;117;999,14;0;;;
07 07 2018 15:50;18;7,047;104;9,61;0;;;
07 07 2018 16:00;31;7,626;132;122,81;0;;;
07 07 2018 16:10;55;7,544;128;117,39;0;;;
07 07 2018 16:20;45;0,722;1;101,67;0;;;
07 07 2018 16:30;96;7,334;117;107,92;0;;;
07 07 2018 16:40;142;7,876;146;123,97;0;;;
07 07 2018 16:50;131;8,167;163;139,55;0;;;
07 07 2018 17:00;126;8,295;170;148,84;0;;;
07 07 2018 17:10;159;8,725;197;165,25;0;;;
07 07 2018 17:20;53;8,333;173;146,95;0;;;
07 07 2018 17:30;216;0,817;163;140,44;0;;;
07 07 2018 17:40;214;8,184;164;139,94;0;;;
07 07 2018 17:50;247;8,42;178;148,66;0;;;
07 07 2018 18:00;263;9,184;226;18,18;0;;;
07 07 2018 18:10;68;9,579;250;19,63;0;;;
07 07 2018 18:20;350;9,758;263;202,09;0;;;
07 07 2018 18:30;4;9,216;228;183,45;0;;;
07 07 2018 18:40;21;8,928;210;161,41;0;;;
07 07 2018 18:50;34;8,751;198;149,72;0;;;
07 07 2018 19:00;17;9,203;228;172,88;0;;;
07 07 2018 19:10;49;8,83;204;142,89;0;;;
07 07 2018 19:20;21;8,248;17;13,07;0;;;
07 07 2018 19:30;351;8,305;171;131,7;0;;;
07 07 2018 19:40;348;8,666;19;145,85;0;;;
07 07 2018 19:50;347;8,661;193;1,53;0;;;
07 07 2018 20:00;356;8,93;210;160,95;0;;;
07 07 2018 20:10;28;9,015;22;163,94;0;;;
07 07 2018 20:20;45;8,818;203;144,86;0;;;
07 07 2018 20:30;69;8,885;207;137,34;0;;;
07 07 2018 20:40;79;8,133;161;114,82;0;;;
07 07 2018 20:50;66;7,671;1;109,49;0;;;
07 07 2018 21:00;56;0,845;180;144,27;0;;;
07 07 2018 21:10;59;8,287;170;140,45;0;;;
07 07 2018 21:20;39;8,018;154;121,33;0;;;
07 07 2018 21:30;75;7,377;120;961,06;0;;;
07 07 2018 21:40;356;6,753;908;7,39;0;;;
07 07 2018 21:50;22;6,463;79;572,88;0;;;
07 07 2018 22:00;59;5,97;615;409,56;0;;;
